seconds,pressure,flow,insp,.dVol,volume,vent_RR,vent_rel_vt
14.020366191864014,5.0073,-0.9282,679,-0.4862,12.90653333333334,10,10
14.040356874465942,5.0767,-0.0442,679,-0.1620666666666667,12.744466666666673,10,10
14.060347318649292,5.146,0.1326,679,0.014733333333333333,12.759200000000007,10,10
14.080337762832642,5.1807,0.0442,679,0.02946666666666667,12.788666666666673,10,10
14.100328207015991,5.2154,0.0442,679,0.014733333333333334,12.803400000000007,10,10
14.12031888961792,5.2501,0.0442,679,0.014733333333333334,12.81813333333334,10,10
14.14030933380127,5.2847,0.0442,679,0.014733333333333334,12.832866666666673,10,10
14.16029977798462,5.3194,0.0442,679,0.014733333333333334,12.847600000000007,10,10
14.180290460586548,5.3541,0.0442,679,0.014733333333333334,12.86233333333334,10,10
14.200280904769897,5.3541,0.0442,679,0.014733333333333334,12.877066666666673,10,10
14.220271348953247,5.3541,0.0442,679,0.014733333333333334,12.891800000000007,10,10
14.240261793136597,5.3541,0.0442,679,0.014733333333333334,12.90653333333334,10,10
14.260252237319946,5.3194,0.0442,679,0.014733333333333334,12.921266666666673,10,10
14.280242681503296,5.2847,0.0442,679,0.014733333333333334,12.936000000000007,10,10
14.300233125686646,5.2154,0.0442,679,0.014733333333333334,12.95073333333334,10,10
14.320223569869995,5.1807,0.0442,679,0.014733333333333334,12.965466666666673,10,10
14.340214252471924,5.1807,0.0442,679,0.014733333333333334,12.980200000000007,10,10
14.360204696655273,5.146,0.0442,679,0.014733333333333334,12.99493333333334,10,10
14.380195379257202,5.146,0.0442,679,0.014733333333333334,13.009666666666673,10,10
14.400185823440552,5.146,0.0442,679,0.014733333333333334,13.024400000000007,10,10
14.420176267623901,5.146,0.0442,679,0.014733333333333334,13.03913333333334,10,10
14.440166711807251,5.146,0.0442,679,0.014733333333333334,13.053866666666673,10,10
14.4601571559906,5.146,0.0442,679,0.014733333333333334,13.068600000000007,10,10
14.48014783859253,5.146,0.0442,679,0.014733333333333334,13.08333333333334,10,10
14.500138282775879,5.146,0.0442,679,0.014733333333333334,13.098066666666673,10,10
14.520128726959229,5.146,0.0442,679,0.014733333333333334,13.112800000000007,10,10
14.540119171142578,5.146,0.0442,679,0.014733333333333334,13.12753333333334,10,10
14.560109615325928,5.1114,0.0442,679,0.014733333333333334,13.142266666666673,10,10
14.580100059509277,5.146,0.0442,679,0.014733333333333334,13.157000000000007,10,10
14.600090503692627,5.146,0.0442,679,0.014733333333333334,13.17173333333334,10,10
14.620081424713135,5.146,0.0442,679,0.014733333333333334,13.186466666666673,10,10
14.640071868896484,5.146,0.0442,679,0.014733333333333334,13.201200000000007,10,10
14.660062313079834,5.146,0.0442,679,0.014733333333333334,13.21593333333334,10,10
14.680052757263184,5.146,0.0442,679,0.014733333333333334,13.230666666666673,10,10
14.700043201446533,5.146,0.0442,679,0.014733333333333334,13.245400000000007,10,10
14.720033645629883,5.146,0.0442,679,0.014733333333333334,13.26013333333334,10,10
14.740024089813232,5.1114,0.0442,679,0.014733333333333334,13.274866666666673,10,10
14.760014772415161,5.0767,0.0442,679,0.014733333333333334,13.289600000000007,10,10
14.78000521659851,5.0767,0.0442,679,0.014733333333333334,13.30433333333334,10,10
14.79999566078186,5.042,0.0442,679,0.014733333333333334,13.319066666666673,10,10
14.81998610496521,5.042,0.0442,679,0.014733333333333334,13.333800000000005,10,10
14.83997654914856,5.0073,0.0442,679,0.014733333333333334,13.34853333333334,10,10
14.85996699333191,5.0073,0.0442,679,0.014733333333333334,13.363266666666673,10,10
14.879957675933838,5.042,0.0442,679,0.014733333333333334,13.378000000000005,10,10
14.899948120117188,5.042,0.0442,679,0.014733333333333334,13.39273333333334,10,10
14.919938802719116,5.042,0.0442,679,0.014733333333333334,13.407466666666673,10,10
14.939929246902466,5.042,0.0442,679,0.014733333333333334,13.422200000000005,10,10
14.959919691085815,5.0073,0.0442,679,0.014733333333333334,13.43693333333334,10,10
