seconds,ABP,vent_RR,vent_rel_vt
1.0907049179077148,53.0,10,10
1.0987050533294678,52.9375,10,10
1.1067049503326416,52.875,10,10
1.1147050857543945,52.75,10,10
1.1227049827575684,52.6875,10,10
1.1307051181793213,52.5625,10,10
1.1387050151824951,52.375,10,10
1.146704912185669,52.25,10,10
1.1547050476074219,52.125,10,10
1.1627049446105957,52.0,10,10
1.1707050800323486,51.8125,10,10
1.1787049770355225,51.6875,10,10
1.1867051124572754,51.5625,10,10
1.1947050094604492,51.375,10,10
1.202704906463623,51.25,10,10
1.2107059955596924,51.0,10,10
1.2187058925628662,50.875,10,10
1.2267060279846191,50.8125,10,10
1.234705924987793,51.1875,10,10
1.242706060409546,52.4375,10,10
1.2507059574127197,55.25,10,10
1.2587060928344727,60.125,10,10
1.2667059898376465,67.625,10,10
1.2747058868408203,77.625,10,10
1.2827060222625732,89.5625,10,10
1.290705919265747,102.4375,10,10
1.2987060546875,114.9375,10,10
1.3067059516906738,126.1875,10,10
1.3147060871124268,135.3125,10,10
1.3227059841156006,142.0,10,10
1.3307058811187744,145.8125,10,10
1.3387060165405273,146.8125,10,10
1.3467059135437012,145.375,10,10
1.354706048965454,141.875,10,10
1.362705945968628,136.875,10,10
1.3707060813903809,131.0,10,10
1.3787059783935547,124.875,10,10
1.3867061138153076,118.875,10,10
1.3947060108184814,113.3125,10,10
1.4027059078216553,108.25,10,10
1.4107060432434082,103.75,10,10
1.418705940246582,99.6875,10,10
1.426706075668335,96.0625,10,10
1.4347059726715088,92.6875,10,10
1.4427061080932617,89.5625,10,10
1.4507060050964355,86.5625,10,10
1.4587059020996094,83.625,10,10
1.4667060375213623,80.75,10,10
1.4747059345245361,77.8125,10,10
1.482706069946289,75.0,10,10
1.490705966949463,72.25,10,10
1.4987061023712158,69.6875,10,10
1.5067059993743896,67.5,10,10
1.5147058963775635,65.75,10,10
1.5227060317993164,64.5,10,10
1.5307059288024902,63.6875,10,10
1.5387060642242432,63.4375,10,10
1.546705961227417,63.5625,10,10
1.55470609664917,64.0625,10,10
1.5627059936523438,64.6875,10,10
1.5707058906555176,65.5625,10,10
1.5787060260772705,66.4375,10,10
1.5867059230804443,67.5,10,10
1.5947060585021973,68.5625,10,10
1.602705955505371,69.6875,10,10
1.610706090927124,70.8125,10,10
1.6187059879302979,71.875,10,10
1.6267058849334717,72.875,10,10
1.6347060203552246,73.75,10,10
1.6427059173583984,74.4375,10,10
1.6507060527801514,74.875,10,10
1.6587059497833252,75.125,10,10
1.6667060852050781,75.125,10,10
1.674705982208252,74.875,10,10
1.6827061176300049,74.5,10,10
1.6907060146331787,74.0,10,10
1.6987059116363525,73.375,10,10
1.7067060470581055,72.6875,10,10
1.7147059440612793,72.0,10,10
1.7227060794830322,71.25,10,10
1.730705976486206,70.5625,10,10
1.738706111907959,69.8125,10,10
1.7467060089111328,69.125,10,10
1.7547059059143066,68.4375,10,10
1.7627060413360596,67.6875,10,10
1.7707059383392334,67.0,10,10
1.7787060737609863,66.25,10,10
1.7867059707641602,65.4375,10,10
1.794706106185913,64.6875,10,10
1.802706003189087,63.9375,10,10
1.8107059001922607,63.25,10,10
1.8187060356140137,62.625,10,10
1.8267059326171875,61.9375,10,10
1.8347060680389404,61.375,10,10
1.8427059650421143,60.75,10,10
1.8507061004638672,60.25,10,10
1.858705997467041,59.6875,10,10
1.8667058944702148,59.1875,10,10
1.8747060298919678,58.6875,10,10
1.8827059268951416,58.1875,10,10
1.8907060623168945,57.75,10,10
1.8987059593200684,57.375,10,10
1.9067060947418213,57.0,10,10
1.9147059917449951,56.6875,10,10
1.922705888748169,56.375,10,10
1.9307060241699219,56.0625,10,10
1.9387059211730957,55.75,10,10
1.9467060565948486,55.5,10,10
1.9547059535980225,55.3125,10,10
1.9627060890197754,55.0625,10,10
1.9707059860229492,54.8125,10,10
1.978705883026123,54.5625,10,10
1.986706018447876,54.375,10,10
1.9947059154510498,54.1875,10,10
2.0027060508728027,54.0,10,10
2.0107059478759766,53.8125,10,10
2.0187060832977295,53.625,10,10
2.0267059803009033,53.5,10,10
2.0347061157226562,53.4375,10,10
2.04270601272583,53.375,10,10
2.050705909729004,53.25,10,10
2.058706045150757,53.1875,10,10
2.0667059421539307,53.125,10,10
2.0747060775756836,53.0,10,10
2.0827059745788574,52.875,10,10
2.0907061100006104,52.75,10,10
2.098706007003784,52.625,10,10
2.106705904006958,52.5,10,10
2.114706039428711,52.375,10,10
2.1227059364318848,52.25,10,10
2.1307060718536377,52.125,10,10
2.1387059688568115,52.0,10,10
2.1467061042785645,51.8125,10,10
2.1547060012817383,51.625,10,10
2.162705898284912,51.4375,10,10
2.170706033706665,51.25,10,10
2.178705930709839,51.1875,10,10
2.186706066131592,51.4375,10,10
2.1947059631347656,52.3125,10,10
2.2027060985565186,54.5,10,10
2.2107059955596924,58.625,10,10
2.218705892562866,65.25,10,10
2.226706027984619,74.5,10,10
2.234705924987793,85.875,10,10
2.242706060409546,98.5,10,10
2.2507059574127197,111.25,10,10
2.2587060928344727,122.9375,10,10
2.2667059898376465,132.75,10,10
2.2747058868408203,140.1875,10,10
2.2827060222625732,145.0625,10,10
2.290705919265747,147.125,10,10
2.2987060546875,146.5625,10,10
2.306705951690674,143.75,10,10
2.3147060871124268,139.3125,10,10
2.3227059841156006,133.75,10,10
2.3307058811187744,127.75,10,10
2.3387060165405273,121.6875,10,10
2.346705913543701,115.9375,10,10
2.354706048965454,110.8125,10,10
2.362705945968628,106.1875,10,10
2.370706081390381,102.125,10,10
2.3787059783935547,98.5,10,10
2.3867061138153076,95.125,10,10
2.3947060108184814,92.0,10,10
2.4027059078216553,88.9375,10,10
2.410706043243408,86.0,10,10
2.418705940246582,83.0625,10,10
2.426706075668335,80.0625,10,10
2.434705972671509,77.0625,10,10
2.4427061080932617,74.1875,10,10
2.4507060050964355,71.4375,10,10
2.4587059020996094,69.0625,10,10
2.4667060375213623,67.0625,10,10
2.474705934524536,65.5625,10,10
2.482706069946289,64.5625,10,10
2.4907050132751465,64.0,10,10
2.4987049102783203,63.875,10,10
2.5067050457000732,64.125,10,10
2.514704942703247,64.5625,10,10
2.522705078125,65.25,10,10
2.530704975128174,66.125,10,10
2.5387051105499268,67.0625,10,10
2.5467050075531006,68.125,10,10
2.5547049045562744,69.25,10,10
2.5627050399780273,70.375,10,10
2.570704936981201,71.5,10,10
2.578705072402954,72.5,10,10
2.586704969406128,73.4375,10,10
2.594705104827881,74.125,10,10
2.6027050018310547,74.6875,10,10
2.6107048988342285,75.0625,10,10
2.6187050342559814,75.1875,10,10
2.6267049312591553,75.0625,10,10
2.634705066680908,74.8125,10,10
2.642704963684082,74.375,10,10
2.650705099105835,73.8125,10,10
2.658704996109009,73.25,10,10
2.6667048931121826,72.5625,10,10
2.6747050285339355,71.8125,10,10
2.6827049255371094,71.0625,10,10
2.6907050609588623,70.3125,10,10
2.698704957962036,69.5625,10,10
2.706705093383789,68.8125,10,10
2.714704990386963,68.0,10,10
2.7227048873901367,67.3125,10,10
2.7307050228118896,66.5625,10,10
2.7387049198150635,65.8125,10,10
2.746706008911133,65.125,10,10
2.7547059059143066,64.4375,10,10
2.7627060413360596,63.6875,10,10
2.7707059383392334,63.0,10,10
2.7787060737609863,62.3125,10,10
2.78670597076416,61.625,10,10
2.794706106185913,61.0,10,10
2.802706003189087,60.4375,10,10
2.8107059001922607,59.9375,10,10
2.8187060356140137,59.4375,10,10
2.8267059326171875,58.9375,10,10
2.8347060680389404,58.5,10,10
2.8427059650421143,58.125,10,10
2.850706100463867,57.6875,10,10
2.858705997467041,57.3125,10,10
2.866705894470215,56.9375,10,10
2.8747060298919678,56.625,10,10
2.8827059268951416,56.25,10,10
2.8907060623168945,55.9375,10,10
2.8987059593200684,55.6875,10,10
2.9067060947418213,55.4375,10,10
2.914705991744995,55.1875,10,10
2.922705888748169,54.9375,10,10
2.930706024169922,54.6875,10,10
2.9387059211730957,54.5,10,10
2.9467060565948486,54.3125,10,10
2.9547059535980225,54.0625,10,10
2.9627060890197754,53.875,10,10
2.970705986022949,53.6875,10,10
2.978705883026123,53.5625,10,10
2.986706018447876,53.4375,10,10
2.99470591545105,53.375,10,10
3.0027060508728027,53.25,10,10
3.0107059478759766,53.25,10,10
3.0187060832977295,53.1875,10,10
3.0267059803009033,53.125,10,10
3.0347061157226562,53.0,10,10
3.04270601272583,52.875,10,10
3.050705909729004,52.75,10,10
3.058706045150757,52.5625,10,10
3.0667059421539307,52.4375,10,10
3.0747060775756836,52.3125,10,10
3.0827059745788574,52.25,10,10
3.0907061100006104,52.125,10,10
3.098706007003784,52.0,10,10
3.106705904006958,51.8125,10,10
3.114706039428711,51.625,10,10
3.1227059364318848,51.4375,10,10
3.1307060718536377,51.1875,10,10
3.1387059688568115,51.0625,10,10
3.1467061042785645,51.125,10,10
3.1547060012817383,51.6875,10,10
3.162705898284912,53.3125,10,10
3.170706033706665,56.625,10,10
3.178705930709839,62.25,10,10
3.186706066131592,70.625,10,10
3.1947059631347656,81.375,10,10
3.2027060985565186,93.875,10,10
3.2107059955596924,106.9375,10,10
3.218705892562866,119.3125,10,10
3.226706027984619,130.125,10,10
3.234705924987793,138.6875,10,10
3.242706060409546,144.5,10,10
3.2507059574127197,147.5,10,10
3.2587060928344727,147.75,10,10
3.2667059898376465,145.5,10,10
3.2747058868408203,141.375,10,10
3.2827060222625732,136.0,10,10
3.290705919265747,130.0,10,10
3.2987060546875,123.875,10,10
3.306705951690674,118.0625,10,10
3.3147060871124268,112.75,10,10
3.3227059841156006,108.0,10,10
3.3307058811187744,103.75,10,10
3.3387060165405273,100.0,10,10
3.346705913543701,96.5,10,10
3.354706048965454,93.3125,10,10
3.362705945968628,90.25,10,10
3.370706081390381,87.375,10,10
3.3787059783935547,84.5,10,10
3.3867061138153076,81.625,10,10
3.3947060108184814,78.8125,10,10
3.4027059078216553,75.9375,10,10
3.410706043243408,73.1875,10,10
3.418705940246582,70.6875,10,10
3.426706075668335,68.5,10,10
3.434705972671509,66.75,10,10
3.4427061080932617,65.5625,10,10
3.4507060050964355,64.8125,10,10
3.4587059020996094,64.5625,10,10
3.4667060375213623,64.6875,10,10
3.474705934524536,65.125,10,10
3.482706069946289,65.75,10,10
3.490705966949463,66.5,10,10
3.498706102371216,67.375,10,10
3.5067059993743896,68.375,10,10
3.5147058963775635,69.375,10,10
3.5227060317993164,70.4375,10,10
3.5307059288024902,71.5625,10,10
3.538706064224243,72.5625,10,10
3.546705961227417,73.5,10,10
3.55470609664917,74.375,10,10
3.5627059936523438,75.0,10,10
3.5707058906555176,75.5,10,10
3.5787060260772705,75.8125,10,10
3.5867059230804443,75.875,10,10
3.5947060585021973,75.6875,10,10
3.602705955505371,75.3125,10,10
3.610706090927124,74.75,10,10
3.618705987930298,74.0625,10,10
3.6267058849334717,73.375,10,10
3.6347060203552246,72.625,10,10
3.6427059173583984,71.875,10,10
3.6507060527801514,71.0625,10,10
3.658705949783325,70.3125,10,10
3.666706085205078,69.5625,10,10
3.674705982208252,68.8125,10,10
3.682706117630005,68.0625,10,10
3.6907060146331787,67.3125,10,10
3.6987059116363525,66.5,10,10
3.7067060470581055,65.75,10,10
3.7147059440612793,65.0625,10,10
3.7227060794830322,64.375,10,10
3.730705976486206,63.75,10,10
3.738706111907959,63.1875,10,10
3.746706008911133,62.5625,10,10
3.7547059059143066,62.0,10,10
3.7627060413360596,61.4375,10,10
3.770704984664917,60.9375,10,10
3.778704881668091,60.375,10,10
3.7867050170898438,59.875,10,10
3.7947049140930176,59.375,10,10
3.8027050495147705,58.9375,10,10
3.8107049465179443,58.5,10,10
3.8187050819396973,58.125,10,10
3.826704978942871,57.75,10,10
3.834705114364624,57.4375,10,10
3.842705011367798,57.125,10,10
3.8507049083709717,56.8125,10,10
3.8587050437927246,56.5625,10,10
3.8667049407958984,56.3125,10,10
3.8747050762176514,56.125,10,10
3.882704973220825,55.875,10,10
3.890705108642578,55.625,10,10
3.898705005645752,55.4375,10,10
3.906704902648926,55.1875,10,10
3.9147050380706787,54.9375,10,10
3.9227049350738525,54.75,10,10
3.9307050704956055,54.5625,10,10
3.9387049674987793,54.375,10,10
3.9467051029205322,54.1875,10,10
3.954704999923706,54.0,10,10
3.96270489692688,53.8125,10,10
3.970705032348633,53.6875,10,10
3.9787049293518066,53.5625,10,10
3.9867050647735596,53.5,10,10
3.9947049617767334,53.4375,10,10
4.002705097198486,53.4375,10,10
4.01070499420166,53.4375,10,10
4.018704891204834,53.375,10,10
4.026705980300903,53.3125,10,10
4.034706115722656,53.25,10,10
4.04270601272583,53.1875,10,10
4.050705909729004,53.0625,10,10
4.058706045150757,52.9375,10,10
4.066705942153931,52.8125,10,10
4.074706077575684,52.6875,10,10
4.082705974578857,52.5625,10,10
4.09070611000061,52.375,10,10
4.098706007003784,52.25,10,10
4.106705904006958,52.0625,10,10
4.114706039428711,51.875,10,10
4.122705936431885,51.6875,10,10
4.130706071853638,51.4375,10,10
4.1387059688568115,51.25,10,10
4.1467061042785645,51.25,10,10
4.154706001281738,51.6875,10,10
4.162705898284912,53.0,10,10
4.170706033706665,55.875,10,10
4.178705930709839,60.9375,10,10
4.186706066131592,68.625,10,10
4.194705963134766,78.875,10,10
4.2027060985565186,91.0625,10,10
4.210705995559692,104.125,10,10
4.218705892562866,116.875,10,10
4.226706027984619,128.1875,10,10
4.234705924987793,137.375,10,10
4.242706060409546,144.0625,10,10
4.25070595741272,148.0,10,10
4.258706092834473,149.125,10,10
4.2667059898376465,147.6875,10,10
4.27470588684082,144.125,10,10
4.282706022262573,139.0,10,10
4.290705919265747,132.875,10,10
4.2987060546875,126.5625,10,10
4.306705951690674,120.4375,10,10
4.314706087112427,114.8125,10,10
4.322705984115601,109.9375,10,10
4.330705881118774,105.625,10,10
4.338706016540527,101.875,10,10
4.346705913543701,98.5,10,10
4.354706048965454,95.3125,10,10
4.362705945968628,92.3125,10,10
4.370706081390381,89.3125,10,10
4.378705978393555,86.4375,10,10
4.386706113815308,83.5625,10,10
4.3947060108184814,80.6875,10,10
4.402705907821655,77.8125,10,10
4.410706043243408,75.0625,10,10
4.418705940246582,72.4375,10,10
4.426706075668335,70.1875,10,10
4.434705972671509,68.25,10,10
4.442706108093262,66.75,10,10
4.4507060050964355,65.8125,10,10
4.458705902099609,65.3125,10,10
4.466706037521362,65.25,10,10
4.474705934524536,65.5,10,10
4.482706069946289,66.0,10,10
4.490705966949463,66.75,10,10
4.498706102371216,67.6875,10,10
4.50670599937439,68.6875,10,10
4.5147058963775635,69.8125,10,10
4.522706031799316,71.0,10,10
4.53070592880249,72.1875,10,10
4.538706064224243,73.3125,10,10
4.546705961227417,74.375,10,10
4.55470609664917,75.3125,10,10
4.562705993652344,76.0625,10,10
4.570705890655518,76.5625,10,10
4.5787060260772705,76.8125,10,10
4.586705923080444,76.875,10,10
4.594706058502197,76.625,10,10
4.602705955505371,76.25,10,10
4.610706090927124,75.75,10,10
4.618705987930298,75.125,10,10
4.626705884933472,74.375,10,10
4.634706020355225,73.625,10,10
4.642705917358398,72.8125,10,10
4.650706052780151,72.0625,10,10
4.658705949783325,71.25,10,10
4.666706085205078,70.5,10,10
4.674705982208252,69.8125,10,10
4.682706117630005,69.0625,10,10
4.690706014633179,68.3125,10,10
4.6987059116363525,67.5625,10,10
4.7067060470581055,66.8125,10,10
4.714705944061279,66.0625,10,10
4.722706079483032,65.3125,10,10
4.730705976486206,64.625,10,10
4.738706111907959,63.9375,10,10
4.746706008911133,63.3125,10,10
4.754705905914307,62.75,10,10
4.76270604133606,62.1875,10,10
4.770705938339233,61.625,10,10
4.778706073760986,61.0625,10,10
4.78670597076416,60.5625,10,10
4.794706106185913,60.0625,10,10
4.802706003189087,59.625,10,10
4.810705900192261,59.25,10,10
4.818706035614014,58.8125,10,10
4.8267059326171875,58.4375,10,10
4.83470606803894,58.125,10,10
4.842705965042114,57.8125,10,10
4.850706100463867,57.5,10,10
4.858705997467041,57.25,10,10
4.866705894470215,56.9375,10,10
4.874706029891968,56.6875,10,10
4.882705926895142,56.4375,10,10
4.8907060623168945,56.25,10,10
4.898705959320068,56.0,10,10
4.906706094741821,55.75,10,10
4.914705991744995,55.5625,10,10
4.922705888748169,55.375,10,10
4.930706024169922,55.1875,10,10
4.938705921173096,55.0625,10,10
4.946706056594849,54.9375,10,10
4.9547059535980225,54.8125,10,10
4.962706089019775,54.75,10,10
4.970705986022949,54.6875,10,10
4.978705883026123,54.625,10,10
4.986706018447876,54.5,10,10
4.99470591545105,54.375,10,10
5.002706050872803,54.25,10,10
5.010705947875977,54.125,10,10
5.0187060832977295,54.0,10,10
5.026705980300903,53.875,10,10
5.034706115722656,53.6875,10,10
5.04270601272583,53.5625,10,10
5.050705909729004,53.4375,10,10
5.058706045150757,53.3125,10,10
5.066705942153931,53.125,10,10
5.074706077575684,52.9375,10,10
5.082705974578857,52.75,10,10
5.09070611000061,52.5,10,10
5.098706007003784,52.3125,10,10
5.106705904006958,52.3125,10,10
5.114706039428711,52.75,10,10
5.122705936431885,54.0625,10,10
5.130706071853638,56.875,10,10
5.1387059688568115,61.875,10,10
5.1467061042785645,69.4375,10,10
5.154706001281738,79.5625,10,10
5.162705898284912,91.625,10,10
5.170706033706665,104.625,10,10
5.178705930709839,117.375,10,10
5.186706066131592,128.8125,10,10
5.194705963134766,138.125,10,10
5.2027060985565186,144.8125,10,10
5.210705995559692,148.6875,10,10
5.218705892562866,149.6875,10,10
5.226706027984619,148.1875,10,10
5.234705924987793,144.5,10,10
5.242706060409546,139.3125,10,10
5.25070595741272,133.25,10,10
5.258706092834473,126.9375,10,10
5.2667059898376465,120.8125,10,10
5.27470588684082,115.1875,10,10
5.282706022262573,110.125,10,10
5.290705919265747,105.6875,10,10
5.2987060546875,101.875,10,10
5.306704998016357,98.4375,10,10
5.314704895019531,95.3125,10,10
5.322705030441284,92.375,10,10
5.330704927444458,89.6875,10,10
5.338705062866211,87.0,10,10
5.346704959869385,84.375,10,10
5.354705095291138,81.6875,10,10
5.3627049922943115,78.9375,10,10
5.370704889297485,76.1875,10,10
5.378705024719238,73.5625,10,10
5.386704921722412,71.1875,10,10
5.394705057144165,69.1875,10,10
5.402704954147339,67.625,10,10
5.410705089569092,66.5625,10,10
5.418704986572266,65.9375,10,10
5.4267048835754395,65.75,10,10
5.434705018997192,66.0,10,10
5.442704916000366,66.5,10,10
5.450705051422119,67.25,10,10
5.458704948425293,68.125,10,10
5.466705083847046,69.1875,10,10
5.47470498085022,70.3125,10,10
5.482705116271973,71.4375,10,10
5.4907050132751465,72.5625,10,10
5.49870491027832,73.625,10,10
5.506705045700073,74.5625,10,10
5.514704942703247,75.375,10,10
5.522705078125,76.0,10,10
5.530704975128174,76.4375,10,10
5.538705110549927,76.6875,10,10
5.546705007553101,76.6875,10,10
5.554704904556274,76.4375,10,10
5.562705993652344,76.0,10,10
5.570705890655518,75.4375,10,10
5.5787060260772705,74.75,10,10
5.586705923080444,74.0,10,10
5.594706058502197,73.25,10,10
5.602705955505371,72.375,10,10
5.610706090927124,71.5625,10,10
5.618705987930298,70.8125,10,10
5.626705884933472,70.0625,10,10
5.634706020355225,69.3125,10,10
5.642705917358398,68.5625,10,10
5.650706052780151,67.875,10,10
5.658705949783325,67.125,10,10
5.666706085205078,66.375,10,10
5.674705982208252,65.625,10,10
5.682706117630005,64.9375,10,10
5.690706014633179,64.25,10,10
5.6987059116363525,63.5625,10,10
5.7067060470581055,62.875,10,10
5.714705944061279,62.25,10,10
5.722706079483032,61.625,10,10
5.730705976486206,61.0625,10,10
5.738706111907959,60.5625,10,10
5.746706008911133,60.125,10,10
5.754705905914307,59.625,10,10
5.76270604133606,59.1875,10,10
5.770705938339233,58.75,10,10
5.778706073760986,58.375,10,10
5.78670597076416,58.0,10,10
5.794706106185913,57.625,10,10
5.802706003189087,57.3125,10,10
5.810705900192261,57.0,10,10
5.818706035614014,56.6875,10,10
5.8267059326171875,56.375,10,10
5.83470606803894,56.125,10,10
5.842705965042114,55.875,10,10
5.850706100463867,55.625,10,10
5.858705997467041,55.375,10,10
5.866705894470215,55.1875,10,10
5.874706029891968,55.0,10,10
5.882705926895142,54.75,10,10
5.8907060623168945,54.5625,10,10
5.898705959320068,54.375,10,10
5.906706094741821,54.1875,10,10
5.914705991744995,54.0,10,10
5.922705888748169,53.875,10,10
5.930706024169922,53.75,10,10
5.938705921173096,53.625,10,10
5.946706056594849,53.5625,10,10
5.9547059535980225,53.5,10,10
5.962706089019775,53.4375,10,10
5.970705986022949,53.3125,10,10
5.978705883026123,53.25,10,10
5.986706018447876,53.125,10,10
5.99470591545105,53.0,10,10
6.002706050872803,52.875,10,10
6.010705947875977,52.6875,10,10
6.0187060832977295,52.5625,10,10
6.026705980300903,52.4375,10,10
6.034706115722656,52.3125,10,10
6.04270601272583,52.1875,10,10
6.050705909729004,52.0625,10,10
6.058706045150757,51.875,10,10
6.066705942153931,51.6875,10,10
6.074706077575684,51.5,10,10
6.082705974578857,51.25,10,10
6.09070611000061,51.0625,10,10
6.098706007003784,51.125,10,10
6.106705904006958,51.625,10,10
6.114706039428711,53.1875,10,10
6.122705936431885,56.5,10,10
6.130706071853638,62.125,10,10
6.1387059688568115,70.375,10,10
6.1467061042785645,81.125,10,10
6.154706001281738,93.5625,10,10
6.162705898284912,106.625,10,10
6.170706033706665,119.125,10,10
6.178705930709839,130.125,10,10
6.186706066131592,138.875,10,10
6.194705963134766,144.9375,10,10
6.2027060985565186,148.125,10,10
6.210705995559692,148.375,10,10
6.218705892562866,146.0625,10,10
6.226706027984619,141.75,10,10
6.234705924987793,136.125,10,10
6.242706060409546,129.875,10,10
6.25070595741272,123.5625,10,10
6.258706092834473,117.75,10,10
6.2667059898376465,112.625,10,10
6.27470588684082,108.125,10,10
6.282706022262573,104.1875,10,10
6.290705919265747,100.6875,10,10
6.2987060546875,97.375,10,10
6.306705951690674,94.1875,10,10
6.314706087112427,91.0625,10,10
6.322705984115601,88.0625,10,10
6.330705881118774,85.0,10,10
6.338706016540527,82.0,10,10
6.346705913543701,79.0,10,10
6.354706048965454,76.125,10,10
6.362705945968628,73.4375,10,10
6.370706081390381,70.9375,10,10
6.378705978393555,68.8125,10,10
6.386706113815308,67.0625,10,10
6.3947060108184814,65.8125,10,10
6.402705907821655,65.0625,10,10
6.410706043243408,64.6875,10,10
6.418705940246582,64.6875,10,10
6.426706075668335,65.0625,10,10
6.434705972671509,65.625,10,10
6.442706108093262,66.375,10,10
6.4507060050964355,67.3125,10,10
6.458705902099609,68.375,10,10
6.466706037521362,69.5,10,10
6.474705934524536,70.625,10,10
6.482706069946289,71.75,10,10
6.490705966949463,72.8125,10,10
6.498706102371216,73.75,10,10
6.50670599937439,74.5625,10,10
6.5147058963775635,75.125,10,10
6.522706031799316,75.5,10,10
6.53070592880249,75.6875,10,10
6.538706064224243,75.625,10,10
6.546705961227417,75.375,10,10
6.55470609664917,74.9375,10,10
6.562705993652344,74.375,10,10
